location,impressions,clicks,cost,conversions
geoTargetConstants/9052732,2282,4,14.651303,0.0
geoTargetConstants/9052740,43,11,5.338776,2.0
geoTargetConstants/9052788,1351,13,12.904209,1.0
geoTargetConstants/9052795,1351,1,7.5489429999999995,0.0
geoTargetConstants/9052799,99,0,0.543401,0.0
geoTargetConstants/9052813,3587,1,19.32287,0.0
geoTargetConstants/9052819,16,0,0.084263,0.0
geoTargetConstants/9052829,21,0,0.12328900000000001,0.0
geoTargetConstants/9052831,3730,26,35.303797,1.0
geoTargetConstants/9052840,16524,59,124.80319,5.0
geoTargetConstants/9052857,472,2,4.560553,1.0
geoTargetConstants/9052879,6089,98,70.606401,7.275962
geoTargetConstants/9052954,2323,59,27.311647999999998,1.0
geoTargetConstants/9052961,2067,1,10.625374,0.0
geoTargetConstants/9052978,4,0,0.0,0.0
geoTargetConstants/9052989,1240,0,6.589429,0.0
