date,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword,match_type,apps,approved,funded,production,value,cc_appvd,deposit_appvd,personal_appvd,vehicle_appvd,heloc_appvd
2026-02-06,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2026-02-06,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,2,1,1,50.0,1500.0,0,1,0,0,0
2026-02-07,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,1,1,0,0.0,0.0,1,0,0,0,0
2026-02-07,23441286398,FCB_Search_Brand_NonBrandTerms_AllRegions,190965501963,AllRegions_NotProductSpecific,best bank,PHRASE,1,1,0,0.0,0.0,0,1,0,0,0
2026-02-07,23441286398,FCB_Search_Brand_NonBrandTerms_AllRegions,190965501963,AllRegions_NotProductSpecific,popular bank,PHRASE,1,1,0,0.0,0.0,0,1,0,0,0
2026-02-08,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,4,1,0,0.0,0.0,0,1,0,0,0
2026-02-09,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,1st commonwealth bank,BROAD,1,1,1,10.0,1500.0,0,1,0,0,0
2026-02-09,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2026-02-09,22876064318,FCB_Search_Checking_AllConsumerProductsNonBrand_AllRegions,183665142676,AllRegions_AllConsumerProducts,apply for checking account online,BROAD,1,1,1,2500.0,650.0,0,0,1,0,0
2026-02-10,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,fc banking,BROAD,1,1,1,550.0,1500.0,0,1,0,0,0
2026-02-10,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,3,0,0,0.0,0.0,0,0,0,0,0
2026-02-10,23441286398,FCB_Search_Brand_NonBrandTerms_AllRegions,190965501963,AllRegions_NotProductSpecific,local online banking,PHRASE,1,1,1,5000.0,1300.0,0,0,1,0,0
2026-02-11,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,1,1,1,50.0,1500.0,0,1,0,0,0
2026-02-12,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,2,1,1,50.0,1500.0,0,1,0,0,0
2026-02-13,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,2,1,0,0.0,0.0,0,1,0,0,0
2026-02-13,22876064318,FCB_Search_Checking_AllConsumerProductsNonBrand_AllRegions,183665142676,AllRegions_AllConsumerProducts,apply for checking account online,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2026-02-14,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,2,1,1,100.0,1500.0,0,1,0,0,0
2026-02-15,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,2,1,0,0.0,0.0,0,0,1,0,0
2026-02-15,23441286398,FCB_Search_Brand_NonBrandTerms_AllRegions,190965501963,AllRegions_NotProductSpecific,local banks,PHRASE,1,1,0,0.0,0.0,0,1,0,0,0
2026-02-16,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,2,1,1,50.0,1500.0,0,1,0,0,0
2026-02-16,22876064318,FCB_Search_Checking_AllConsumerProductsNonBrand_AllRegions,183665142676,AllRegions_AllConsumerProducts,apply for checking account online,BROAD,2,1,0,0.0,0.0,0,1,0,0,0
2026-02-17,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,4,2,0,0.0,0.0,0,2,0,0,0
2026-02-17,22876064318,FCB_Search_Checking_AllConsumerProductsNonBrand_AllRegions,183665142676,AllRegions_AllConsumerProducts,apply for checking account online,BROAD,1,1,0,0.0,0.0,0,1,0,0,0
2026-02-17,23441286398,FCB_Search_Brand_NonBrandTerms_AllRegions,190965501963,AllRegions_NotProductSpecific,local banks,PHRASE,1,1,0,0.0,0.0,0,1,0,0,0
2026-02-17,23441286398,FCB_Search_Brand_NonBrandTerms_AllRegions,190965501963,AllRegions_NotProductSpecific,well known bank,PHRASE,1,1,1,50.0,1500.0,0,1,0,0,0
2026-02-18,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2026-02-18,22876064318,FCB_Search_Checking_AllConsumerProductsNonBrand_AllRegions,183665142676,AllRegions_AllConsumerProducts,personal checking account,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2026-02-19,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,8,3,0,0.0,0.0,1,2,0,0,0
2026-02-20,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,3,2,2,109.50999999999999,3000.0,0,2,0,0,0
2026-02-21,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth,BROAD,2,2,0,0.0,0.0,1,1,0,0,0
2026-02-21,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,2,1,0,0.0,0.0,0,1,0,0,0
2026-02-21,23441286398,FCB_Search_Brand_NonBrandTerms_AllRegions,190965501963,AllRegions_NotProductSpecific,bank atm locations,PHRASE,1,1,0,0.0,0.0,0,1,0,0,0
2026-02-21,23441286398,FCB_Search_Brand_NonBrandTerms_AllRegions,190965501963,AllRegions_NotProductSpecific,bank near me,PHRASE,1,1,1,20.0,1500.0,0,1,0,0,0
2026-02-21,23441286398,FCB_Search_Brand_NonBrandTerms_AllRegions,190965501963,AllRegions_NotProductSpecific,conservative bank,PHRASE,1,0,0,0.0,0.0,0,0,0,0,0
2026-02-22,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,5,3,0,0.0,0.0,0,3,0,0,0
2026-02-22,22876064318,FCB_Search_Checking_AllConsumerProductsNonBrand_AllRegions,183665142676,AllRegions_AllConsumerProducts,apply for checking account online,BROAD,2,1,0,0.0,0.0,0,1,0,0,0
2026-02-23,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
2026-02-23,11946764304,FCB_Search_Brand_BrandedTerms_AllRegions,118483168289,AllRegions_NotProductSpecific,first commonwealth bank,BROAD,5,2,1,50.0,1500.0,0,2,0,0,0
2026-02-23,22876064318,FCB_Search_Checking_AllConsumerProductsNonBrand_AllRegions,183665142676,AllRegions_AllConsumerProducts,apply for checking account online,BROAD,1,0,0,0.0,0.0,0,0,0,0,0
