campaign_name,ad_group_name,keyword,match_type,impressions,clicks,cost,conversions
KCU - Personal - NB,Savings Accounts,online savings account,PHRASE,9,2,15.0,0.0
KCU - Personal - NB Locations,Location - Bainbridge,bainbridge bank,PHRASE,3,1,4.85,0.0
KCU - Personal - NB,Money Market Accounts,best money market account,BROAD,10,1,8.59,0.0
KCU - Personal - NB,General Banking,open bank account,PHRASE,19,1,7.33,0.0
KCU - Personal - NB,Savings Accounts,credit union savings account,PHRASE,6,1,8.3,0.0
KCU - Personal - NB,Money Market Accounts,credit union money market,BROAD,6,1,79.440832,0.0
KCU - Personal - NB Locations,Location - Port Townsend,credit union port townsend,PHRASE,3,1,10.67,0.0
KCU - Personal - NB,Money Market Accounts,high yield money market,BROAD,23,1,6.77,0.0
KCU - Personal - NB Locations,Location - Poulsbo,poulsbo bank,PHRASE,31,1,186.96,0.0
KCU - Personal - NB,Digital Accounts,online account opening,PHRASE,8,1,10.14,0.0
KCU - Business - Brand,General Banking,kitsap credit union business,PHRASE,6,1,6.09,0.0
KCU - Personal - NB,Certificates,ira cd rates,BROAD,18,1,10.25,0.0
KCU - Personal - Brand,Banking Location,kitsap credit union puyallup,PHRASE,52,1,14.212042,1.0
KCU - Business - NB,General Banking,start business bank account,PHRASE,56,1,32.76,0.0
KCU - Personal - Brand,Banking Location,kitsap credit union branches,PHRASE,6,1,5.41,0.0
KCU - Business - Brand,General Banking,kitsap credit union small business,PHRASE,2,1,4.18,1.0
KCU - Business - NB,General Banking,online business banking,PHRASE,46,1,43.42,0.0
KCU - Personal - NB,Checking Accounts,joint checking account,PHRASE,19,1,6.97,0.0
KCU - Business - NB,Checking Accounts,business checking account,PHRASE,4,0,0.0,0.0
KCU - Business - NB,General Banking,business bank account,PHRASE,15,0,0.0,0.0
KCU - Personal - NB Locations,Location - Belfair,belfair bank,PHRASE,3,0,0.0,0.0
KCU - Business - NB,Checking Accounts,best business checking account,PHRASE,1,0,0.0,0.0
KCU - Personal - NB Locations,Location - Belfair,credit union belfair,PHRASE,1,0,0.0,0.0
KCU - Business - NB,General Banking,banking for business,PHRASE,7,0,0.0,0.0
KCU - Business - NB,General Banking,apply for bank business account,PHRASE,14,0,0.0,0.0
KCU - Personal - NB Locations,Location - Gig Harbor,credit union gig harbor,PHRASE,14,0,0.0,0.0
KCU - Business - NB,Digital Accounts,open business account online,PHRASE,42,0,0.0,0.0
KCU - Business - NB,Checking Accounts,business checking account no fees,PHRASE,1,0,0.0,0.0
KCU - Business - NB,Checking Accounts,commercial checking account,PHRASE,3,0,0.0,0.0
KCU - Business - NB,Digital Accounts,online business checking account,PHRASE,7,0,0.0,0.0
KCU - Business - NB,General Banking,new business bank account,PHRASE,1,0,0.0,0.0
KCU - Business - NB,Digital Accounts,online business banking account,PHRASE,44,0,0.0,0.0
KCU - Personal - NB Locations,Location - Port Hadlock,port hadlock bank,PHRASE,6,0,0.0,0.0
KCU - Business - NB,Digital Accounts,online business account opening,PHRASE,1,0,0.0,0.0
KCU - Business - NB,Digital Accounts,digital business banking,PHRASE,4,0,0.0,0.0
KCU - Business - NB,Digital Accounts,digital business account,PHRASE,25,0,0.0,0.0
KCU - Business - NB,Checking Accounts,small business checking account,PHRASE,1,0,0.0,0.0
KCU - Personal - NB Locations,Location - Poulsbo,credit union poulsbo,PHRASE,1,0,0.0,0.0
KCU - Personal - NB Locations,Location - Kingston,credit union kingston,PHRASE,1,0,0.0,0.0
KCU - Personal - NB,Digital Accounts,digital banking,PHRASE,3,0,0.0,0.0
KCU - Business - NB,General Banking,open business checking account online,PHRASE,4,0,0.0,0.0
KCU - Personal - NB,General Banking,open checking account online,PHRASE,4,0,0.0,0.0
KCU - Personal - NB,Checking Accounts,open checking account,PHRASE,18,0,0.0,0.0
KCU - Personal - NB,Checking Accounts,free checking account,PHRASE,3,0,0.0,0.0
KCU - Personal - NB,Checking Accounts,best checking account,PHRASE,5,0,0.0,0.0
KCU - Personal - NB,Certificates,short term cd,BROAD,1,0,0.0,0.0
KCU - Personal - NB,Digital Accounts,open bank account online,PHRASE,11,0,0.0,0.0
KCU - Personal - NB,General Banking,new bank account,PHRASE,2,0,0.0,0.0
KCU - Personal - NB,Certificates,share certificate rates,BROAD,4,0,0.0,0.0
KCU - Personal - NB,Certificates,share cert,BROAD,5,0,0.0,0.0
KCU - Personal - NB,General Banking,personal bank account,PHRASE,3,0,0.0,0.0
KCU - Personal - NB,Digital Accounts,internet banking,PHRASE,1,0,0.0,0.0
KCU - Personal - NB,General Banking,start bank account,PHRASE,3,0,0.0,0.0
KCU - Personal - Brand,Personal Banking,kitsap credit union banking,PHRASE,1,0,0.0,0.0
KCU - Personal - Brand,Personal Banking,kitsap credit union accounts,PHRASE,6,0,0.0,0.0
KCU - Personal - NB,Money Market Accounts,money market account rates,BROAD,9,0,0.0,0.0
KCU - Personal - Brand,Banking Location,kitsap credit union port hadlock,PHRASE,2,0,0.0,0.0
KCU - Personal - Brand,Banking Location,kitsap credit union bainbridge,PHRASE,2,0,0.0,0.0
KCU - Business - NB,Savings Accounts,business savings account,PHRASE,7,0,0.0,0.0
KCU - Business - NB,Savings Accounts,business emergency fund account,PHRASE,2,0,0.0,0.0
KCU - Business - NB,General Banking,open business savings account,PHRASE,2,0,0.0,0.0
